Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD,Producer_Price(USD/tonne)
2004,Canada,Ontario,Barley,7.74,1672.51,2.56,1.03,4,62.89,5.15,37.92,50.71,No Adaptation,192.25,123.0
2004,Canada,Ontario,Barley,7.74,1672.51,2.56,1.03,4,62.89,5.15,37.92,50.71,No Adaptation,192.25,94.5
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,2522.5
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,2395.5
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,2398.1
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,2410.6
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,2416.1
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,2422.8
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,2420.0
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,2292.4
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,2295.1
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,2300.6
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,2317.2
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,2318.9
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,2424.4
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,2522.5
2020,China,East,Wheat,5.76,1138.1,19.71,2.142,3,72.62,20.61,25.75,61.16,No Adaptation,816.52,365.5
2000,Russia,Northwestern,Barley,-3.03,2731.26,18.53,2.052,7,98.44,36.11,3.09,50.4,Drought-resistant Crops,737.17,1822.0
2000,Russia,Northwestern,Barley,-3.03,2731.26,18.53,2.052,7,98.44,36.11,3.09,50.4,Drought-resistant Crops,737.17,1822.0
2000,Russia,Northwestern,Barley,-3.03,2731.26,18.53,2.052,7,98.44,36.11,3.09,50.4,Drought-resistant Crops,737.17,64.8
2002,Nigeria,North Central,Wheat,5.0,1197.18,2.03,2.1,8,52.43,19.01,24.21,81.27,Water Management,480.92,44110.0
2002,Nigeria,North Central,Wheat,5.0,1197.18,2.03,2.1,8,52.43,19.01,24.21,81.27,Water Management,480.92,44110.0
2002,Nigeria,North Central,Wheat,5.0,1197.18,2.03,2.1,8,52.43,19.01,24.21,81.27,Water Management,480.92,365.8
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,182.4
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,164.0
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,167.0
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,162.0
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,167.0
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,166.0
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,162.0
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,173.0
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,181.0
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,192.0
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,210.0
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,207.0
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,194.0
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,182.4
2010,Canada,Quebec,Wheat,27.19,2751.92,25.76,1.494,6,91.33,43.92,32.27,44.7,Drought-resistant Crops,457.58,177.1
2006,China,East,Rice,3.2,2469.56,6.82,0.92,0,33.56,16.44,9.78,51.13,Water Management,176.32,2640.0
2006,China,East,Rice,3.2,2469.56,6.82,0.92,0,33.56,16.44,9.78,51.13,Water Management,176.32,2640.0
2006,China,East,Rice,3.2,2469.56,6.82,0.92,0,33.56,16.44,9.78,51.13,Water Management,176.32,331.1
2003,Nigeria,South East,Wheat,17.06,1911.33,1.93,2.89,7,82.38,28.17,33.91,58.47,No Adaptation,662.84,44000.0
2003,Nigeria,South East,Wheat,17.06,1911.33,1.93,2.89,7,82.38,28.17,33.91,58.47,No Adaptation,662.84,44000.0
2003,Nigeria,South East,Wheat,17.06,1911.33,1.93,2.89,7,82.38,28.17,33.91,58.47,No Adaptation,662.84,340.5
1993,Argentina,Pampas,Barley,7.65,1242.13,4.47,2.9,7,85.42,47.53,69.41,75.97,Drought-resistant Crops,486.02,72.0
1993,Argentina,Pampas,Barley,7.65,1242.13,4.47,2.9,7,85.42,47.53,69.41,75.97,Drought-resistant Crops,486.02,72.0
1993,Argentina,Pampas,Barley,7.65,1242.13,4.47,2.9,7,85.42,47.53,69.41,75.97,Drought-resistant Crops,486.02,72.1
1998,Brazil,North,Barley,14.4,2369.88,4.86,2.69,0,74.84,9.57,68.72,77.74,Water Management,769.99,153.0
1998,Brazil,North,Barley,14.4,2369.88,4.86,2.69,0,74.84,9.57,68.72,77.74,Water Management,769.99,153.0
1998,Brazil,North,Barley,14.4,2369.88,4.86,2.69,0,74.84,9.57,68.72,77.74,Water Management,769.99,131.8
2001,USA,West,Barley,14.13,1793.21,25.51,3.87,10,48.23,47.38,54.64,68.15,No Adaptation,473.67,102.0
2001,USA,West,Barley,14.13,1793.21,25.51,3.87,10,48.23,47.38,54.64,68.15,No Adaptation,473.67,102.0
2001,USA,West,Barley,14.13,1793.21,25.51,3.87,10,48.23,47.38,54.64,68.15,No Adaptation,473.67,102.0
2002,India,West Bengal,Barley,-1.87,1984.54,14.79,2.24,10,36.03,10.34,53.32,40.03,Drought-resistant Crops,672.43,5557.0
2002,India,West Bengal,Barley,-1.87,1984.54,14.79,2.24,10,36.03,10.34,53.32,40.03,Drought-resistant Crops,672.43,5557.0
2002,India,West Bengal,Barley,-1.87,1984.54,14.79,2.24,10,36.03,10.34,53.32,40.03,Drought-resistant Crops,672.43,114.3
1996,Brazil,Southeast,Barley,23.49,2852.97,11.36,3.32,10,27.41,19.05,65.72,94.4,Water Management,656.5,165.0
1996,Brazil,Southeast,Barley,23.49,2852.97,11.36,3.32,10,27.41,19.05,65.72,94.4,Water Management,656.5,165.0
1996,Brazil,Southeast,Barley,23.49,2852.97,11.36,3.32,10,27.41,19.05,65.72,94.4,Water Management,656.5,164.2
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,6376.0
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,7399.0
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,7914.0
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,7816.0
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,8179.0
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,7681.0
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,7739.0
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,6945.0
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,6241.0
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,5747.0
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,5462.0
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,5751.0
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,5689.0
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,6376.0
2013,Russia,Northwestern,Barley,11.24,2605.92,10.76,2.02,3,35.04,7.59,96.97,36.18,Organic Farming,328.08,200.3
1995,Nigeria,South West,Rice,15.7,1350.76,1.87,3.08,3,22.88,18.51,46.52,32.28,No Adaptation,1030.16,14280.0
1995,Nigeria,South West,Rice,15.7,1350.76,1.87,3.08,3,22.88,18.51,46.52,32.28,No Adaptation,1030.16,14280.0
1995,Nigeria,South West,Rice,15.7,1350.76,1.87,3.08,3,22.88,18.51,46.52,32.28,No Adaptation,1030.16,232.5
2002,Brazil,Southeast,Rice,15.16,2918.4,28.62,2.8080000000000003,4,16.9,30.45,40.05,47.56,Water Management,1056.51,390.0
2002,Brazil,Southeast,Rice,15.16,2918.4,28.62,2.8080000000000003,4,16.9,30.45,40.05,47.56,Water Management,1056.51,390.0
2002,Brazil,Southeast,Rice,15.16,2918.4,28.62,2.8080000000000003,4,16.9,30.45,40.05,47.56,Water Management,1056.51,133.5
1999,Brazil,South,Barley,27.81,1545.26,24.21,2.682,2,56.44,47.95,73.99,44.48,Organic Farming,1134.71,191.0
1999,Brazil,South,Barley,27.81,1545.26,24.21,2.682,2,56.44,47.95,73.99,44.48,Organic Farming,1134.71,191.0
1999,Brazil,South,Barley,27.81,1545.26,24.21,2.682,2,56.44,47.95,73.99,44.48,Organic Farming,1134.71,105.3
2018,France,Grand Est,Barley,7.7,1757.63,4.33,1.52,1,74.26,22.6,14.86,34.15,Drought-resistant Crops,234.36,165.3
2018,France,Grand Est,Barley,7.7,1757.63,4.33,1.52,1,74.26,22.6,14.86,34.15,Drought-resistant Crops,234.36,165.3
2018,France,Grand Est,Barley,7.7,1757.63,4.33,1.52,1,74.26,22.6,14.86,34.15,Drought-resistant Crops,234.36,195.2
2008,China,East,Rice,7.68,2394.63,22.18,1.341,10,68.58,22.57,96.96,31.97,No Adaptation,527.54,1931.6
2008,China,East,Rice,7.68,2394.63,22.18,1.341,10,68.58,22.57,96.96,31.97,No Adaptation,527.54,1931.6
2008,China,East,Rice,7.68,2394.63,22.18,1.341,10,68.58,22.57,96.96,31.97,No Adaptation,527.54,277.9
2010,Brazil,North,Rice,-1.18,1436.21,29.36,1.2240000000000002,9,28.25,37.26,44.87,33.9,Crop Rotation,239.23,625.0
2010,Brazil,North,Rice,-1.18,1436.21,29.36,1.2240000000000002,9,28.25,37.26,44.87,33.9,Crop Rotation,239.23,625.0
2010,Brazil,North,Rice,-1.18,1436.21,29.36,1.2240000000000002,9,28.25,37.26,44.87,33.9,Crop Rotation,239.23,355.3
1999,Brazil,South,Rice,0.94,2098.1,10.42,1.9,4,35.06,28.12,9.6,91.73,Organic Farming,940.85,285.0
1999,Brazil,South,Rice,0.94,2098.1,10.42,1.9,4,35.06,28.12,9.6,91.73,Organic Farming,940.85,285.0
1999,Brazil,South,Rice,0.94,2098.1,10.42,1.9,4,35.06,28.12,9.6,91.73,Organic Farming,940.85,157.1
1998,Argentina,Patagonia,Rice,0.4,2714.99,17.45,0.666,9,12.75,19.88,87.15,98.97,Water Management,166.7,220.0
1998,Argentina,Patagonia,Rice,0.4,2714.99,17.45,0.666,9,12.75,19.88,87.15,98.97,Water Management,166.7,220.0
1998,Argentina,Patagonia,Rice,0.4,2714.99,17.45,0.666,9,12.75,19.88,87.15,98.97,Water Management,166.7,220.1
1993,Australia,Victoria,Wheat,8.41,801.53,1.37,2.7,10,12.28,38.16,71.45,42.13,Drought-resistant Crops,1086.39,181.0
1993,Australia,Victoria,Wheat,8.41,801.53,1.37,2.7,10,12.28,38.16,71.45,42.13,Drought-resistant Crops,1086.39,181.0
1993,Australia,Victoria,Wheat,8.41,801.53,1.37,2.7,10,12.28,38.16,71.45,42.13,Drought-resistant Crops,1086.39,123.1
1995,Canada,Prairies,Barley,3.64,2776.18,13.13,2.23,2,18.14,3.93,56.6,52.26,No Adaptation,339.78,114.0
1995,Canada,Prairies,Barley,3.64,2776.18,13.13,2.23,2,18.14,3.93,56.6,52.26,No Adaptation,339.78,114.0
1995,Canada,Prairies,Barley,3.64,2776.18,13.13,2.23,2,18.14,3.93,56.6,52.26,No Adaptation,339.78,83.1
1998,Australia,Western Australia,Rice,31.37,1820.03,6.61,3.91,2,53.0,29.06,15.94,71.15,Crop Rotation,1603.74,257.0
1998,Australia,Western Australia,Rice,31.37,1820.03,6.61,3.91,2,53.0,29.06,15.94,71.15,Crop Rotation,1603.74,257.0
1998,Australia,Western Australia,Rice,31.37,1820.03,6.61,3.91,2,53.0,29.06,15.94,71.15,Crop Rotation,1603.74,161.5
1999,Canada,British Columbia,Wheat,6.94,358.13,24.06,1.134,5,25.47,2.46,21.03,37.0,Organic Farming,266.25,142.0
1999,Canada,British Columbia,Wheat,6.94,358.13,24.06,1.134,5,25.47,2.46,21.03,37.0,Organic Farming,266.25,142.0
1999,Canada,British Columbia,Wheat,6.94,358.13,24.06,1.134,5,25.47,2.46,21.03,37.0,Organic Farming,266.25,95.6
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,219.4
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,207.0
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,208.1
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,203.3
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,199.1
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,199.6
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,191.4
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,192.5
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,220.8
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,229.5
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,249.1
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,268.6
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,258.0
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,219.4
2021,France,Grand Est,Wheat,32.44,2167.3,15.16,1.863,7,94.47,17.46,41.92,85.3,No Adaptation,686.45,259.5
2001,India,Tamil Nadu,Barley,17.63,2057.43,18.1,2.16,2,88.91,11.37,34.93,57.66,Crop Rotation,336.1,5175.0
2001,India,Tamil Nadu,Barley,17.63,2057.43,18.1,2.16,2,88.91,11.37,34.93,57.66,Crop Rotation,336.1,5175.0
2001,India,Tamil Nadu,Barley,17.63,2057.43,18.1,2.16,2,88.91,11.37,34.93,57.66,Crop Rotation,336.1,109.7
1998,India,West Bengal,Wheat,32.65,2640.57,5.99,3.76,9,43.8,48.98,53.27,76.36,Crop Rotation,1568.41,5945.0
1998,India,West Bengal,Wheat,32.65,2640.57,5.99,3.76,9,43.8,48.98,53.27,76.36,Crop Rotation,1568.41,5945.0
1998,India,West Bengal,Wheat,32.65,2640.57,5.99,3.76,9,43.8,48.98,53.27,76.36,Crop Rotation,1568.41,144.1
2009,Australia,Queensland,Rice,33.56,2910.35,6.87,1.74,0,15.55,43.37,9.71,89.41,Drought-resistant Crops,773.79,566.0
2009,Australia,Queensland,Rice,33.56,2910.35,6.87,1.74,0,15.55,43.37,9.71,89.41,Drought-resistant Crops,773.79,566.0
2009,Australia,Queensland,Rice,33.56,2910.35,6.87,1.74,0,15.55,43.37,9.71,89.41,Drought-resistant Crops,773.79,441.4
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,18051.0
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,18421.0
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,17393.0
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,17377.0
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,18461.0
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,18603.0
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,20308.0
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,19512.0
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,19040.0
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,17785.0
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,18258.0
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,16993.0
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,16833.0
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,18051.0
2019,Russia,Siberian,Rice,-1.27,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Drought-resistant Crops,363.56,278.8
2002,Australia,New South Wales,Wheat,4.44,1705.42,27.03,0.873,4,75.07,14.23,36.37,49.0,Drought-resistant Crops,312.25,262.0
2002,Australia,New South Wales,Wheat,4.44,1705.42,27.03,0.873,4,75.07,14.23,36.37,49.0,Drought-resistant Crops,312.25,262.0
2002,Australia,New South Wales,Wheat,4.44,1705.42,27.03,0.873,4,75.07,14.23,36.37,49.0,Drought-resistant Crops,312.25,142.3
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,9757.0
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,9426.0
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,10595.0
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,11297.0
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,12166.0
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,10661.0
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,10509.0
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,11114.0
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,10367.0
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,10677.0
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,8960.0
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,9170.0
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,9210.0
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,9757.0
2011,Russia,Central,Rice,15.78,1983.72,3.2,2.53,10,66.76,1.15,74.17,47.71,No Adaptation,293.46,332.1
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,236.5
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,214.5
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,228.3
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,225.1
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,221.8
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,226.0
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,223.2
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,230.6
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,231.5
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,238.4
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,247.6
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,239.8
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,248.0
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,236.5
2021,USA,West,Barley,27.53,1558.44,23.75,1.926,4,89.36,23.2,34.12,61.1,Drought-resistant Crops,209.85,236.5
2005,USA,Midwest,Rice,3.53,2158.95,10.76,1.9,3,35.79,41.96,77.4,76.02,Crop Rotation,278.34,169.0
2005,USA,Midwest,Rice,3.53,2158.95,10.76,1.9,3,35.79,41.96,77.4,76.02,Crop Rotation,278.34,169.0
2005,USA,Midwest,Rice,3.53,2158.95,10.76,1.9,3,35.79,41.96,77.4,76.02,Crop Rotation,278.34,169.0
2010,Nigeria,North West,Rice,25.11,852.52,0.51,3.4,7,22.8,49.38,73.11,96.54,No Adaptation,1489.06,54770.0
2010,Nigeria,North West,Rice,25.11,852.52,0.51,3.4,7,22.8,49.38,73.11,96.54,No Adaptation,1489.06,54770.0
2010,Nigeria,North West,Rice,25.11,852.52,0.51,3.4,7,22.8,49.38,73.11,96.54,No Adaptation,1489.06,364.4
2011,France,Ile-de-France,Wheat,25.62,1816.29,29.38,2.664,1,13.09,25.0,83.21,34.88,Crop Rotation,1280.6,193.3
2011,France,Ile-de-France,Wheat,25.62,1816.29,29.38,2.664,1,13.09,25.0,83.21,34.88,Crop Rotation,1280.6,193.3
2011,France,Ile-de-France,Wheat,25.62,1816.29,29.38,2.664,1,13.09,25.0,83.21,34.88,Crop Rotation,1280.6,269.1
1998,France,Grand Est,Rice,34.17,1635.01,6.52,1.24,6,85.3,47.11,74.19,93.01,Crop Rotation,595.6,1946.5
1998,France,Grand Est,Rice,34.17,1635.01,6.52,1.24,6,85.3,47.11,74.19,93.01,Crop Rotation,595.6,296.7
1998,France,Grand Est,Rice,34.17,1635.01,6.52,1.24,6,85.3,47.11,74.19,93.01,Crop Rotation,595.6,329.9
2011,Brazil,Southeast,Rice,29.69,1241.06,15.18,3.177,7,21.41,3.7,10.83,99.05,Drought-resistant Crops,880.4,558.3
2011,Brazil,Southeast,Rice,29.69,1241.06,15.18,3.177,7,21.41,3.7,10.83,99.05,Drought-resistant Crops,880.4,558.3
2011,Brazil,Southeast,Rice,29.69,1241.06,15.18,3.177,7,21.41,3.7,10.83,99.05,Drought-resistant Crops,880.4,333.8
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,239.0
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,245.0
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,246.0
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,249.0
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,247.0
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,245.0
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,248.0
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,244.0
